,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,Grouped_sites,Site_type,Site_notes,problems,content,Amphora_type_notes,Tyrrhenian_vs_Adriatic,New_type_name
229,caorle,"Cacciaguerra L, Caorle in epoca Romana: dalle anfore alcune ipotesi sui traffici commer- ciali, serie: la bassa/archeologia 4, Portogruaro 1996.",EI,1.0,200.0,dr 7-14,baetica,1.0,,-30.0,150.0,,45.594849,12.870800,caorle,urban/harbour,,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,tyrrhenian,dr 7-13
230,caorle,"Cacciaguerra L, Caorle in epoca Romana: dalle anfore alcune ipotesi sui traffici commer- ciali, serie: la bassa/archeologia 4, Portogruaro 1996.",EI,1.0,200.0,forlimpopoli,adriatic italy,8.0,,-25.0,300.0,,45.594849,12.870800,caorle,urban/harbour,,,wine,"garum suggested for the type A and D, but unconfirmed",tyrrhenian,
231,caorle,"Cacciaguerra L, Caorle in epoca Romana: dalle anfore alcune ipotesi sui traffici commer- ciali, serie: la bassa/archeologia 4, Portogruaro 1996.",EI,1.0,200.0,dr 25,s italy/em,1.0,,-25.0,100.0,,45.594849,12.870800,caorle,urban/harbour,,,unknown,,tyrrhenian,
232,caorle,"Cacciaguerra L, Caorle in epoca Romana: dalle anfore alcune ipotesi sui traffici commer- ciali, serie: la bassa/archeologia 4, Portogruaro 1996.",EI,1.0,200.0,brindisi,adriatic italy,1.0,,-125.0,-25.0,,45.594849,12.870800,caorle,urban/harbour,,merge with Ovoide di Brindisi,olive oil,,tyrrhenian,
233,caorle,"Cacciaguerra L, Caorle in epoca Romana: dalle anfore alcune ipotesi sui traffici commer- ciali, serie: la bassa/archeologia 4, Portogruaro 1996.",EI,1.0,200.0,dr 35,aegean,1.0,,1.0,100.0,,45.594849,12.870800,caorle,urban/harbour,,,wine,,tyrrhenian,
234,caorle,"Cacciaguerra L, Caorle in epoca Romana: dalle anfore alcune ipotesi sui traffici commer- ciali, serie: la bassa/archeologia 4, Portogruaro 1996.",EI,1.0,200.0,africana,africa,2.0,,1.0,200.0,,45.594849,12.870800,caorle,urban/harbour,,merge with African,unknown,,tyrrhenian,africana_1
235,caorle,"Cacciaguerra L, Caorle in epoca Romana: dalle anfore alcune ipotesi sui traffici commer- ciali, serie: la bassa/archeologia 4, Portogruaro 1996.",LI,300.0,600.0,almagro 50,lusitania,2.0,,200.0,500.0,,45.594849,12.870800,caorle,urban/harbour,,,fish sauce,,tyrrhenian,
236,caorle,"Cacciaguerra L, Caorle in epoca Romana: dalle anfore alcune ipotesi sui traffici commer- ciali, serie: la bassa/archeologia 4, Portogruaro 1996.",LI,300.0,600.0,spatheia,africa,2.0,,375.0,700.0,,45.594849,12.870800,caorle,urban/harbour,,,unknown,,tyrrhenian,
237,caorle,"Cacciaguerra L, Caorle in epoca Romana: dalle anfore alcune ipotesi sui traffici commer- ciali, serie: la bassa/archeologia 4, Portogruaro 1996.",LI,300.0,600.0,gauloise 4,gaul,1.0,,50.0,300.0,,45.594849,12.870800,caorle,urban/harbour,,,wine,,tyrrhenian,
238,caorle,"Cacciaguerra L, Caorle in epoca Romana: dalle anfore alcune ipotesi sui traffici commer- ciali, serie: la bassa/archeologia 4, Portogruaro 1996.",LR,-150.0,-1.0,van der werff,spain,2.0,,-225.0,100.0,,45.594849,12.870800,caorle,urban/harbour,,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",tyrrhenian,
239,caorle,"Cacciaguerra L, Caorle in epoca Romana: dalle anfore alcune ipotesi sui traffici commer- ciali, serie: la bassa/archeologia 4, Portogruaro 1996.",LR,-150.0,-1.0,greco-ital,tyrrhenian italy,9.0,,-350.0,-150.0,,45.594849,12.870800,caorle,urban/harbour,,,wine,,tyrrhenian,greco-ital
240,caorle,"Cacciaguerra L, Caorle in epoca Romana: dalle anfore alcune ipotesi sui traffici commer- ciali, serie: la bassa/archeologia 4, Portogruaro 1996.",LR/EI,-100.0,50.0,lamb.2,adriatic italy,7.0,,-200.0,-25.0,,45.594849,12.870800,caorle,urban/harbour,,,wine,evidence from Marague des Giennes,tyrrhenian,
241,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",EI,1.0,100.0,dr 25,s italy/em,3.0,2nd BC-1st AD,-25.0,100.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,unknown,,tyrrhenian,
242,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,greco-ital,tyrrhenian italy,14.0,2nd BC-1st AD,-350.0,-150.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,greco-ital
243,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,dr 1,tyrrhenian italy,9.0,2nd BC-1st AD,-150.0,-50.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,
244,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,dr 1a,tyrrhenian italy,45.0,2nd BC-1st AD,-150.0,-50.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,dr 1
245,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,dr 1b,tyrrhenian italy,8.0,2nd BC-1st AD,-150.0,-50.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,dr 1
246,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,greco-ital,adriatic italy,3.0,2nd BC-1st AD,-350.0,-150.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,greco-ital
247,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,dr 1a,adriatic italy,2.0,2nd BC-1st AD,-150.0,-50.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,dr 1
248,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,dr 1c,adriatic italy,1.0,2nd BC-1st AD,-150.0,-50.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,"garum and olive oil suggested, but not confirmed",tyrrhenian,dr 1
249,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,dr 1,italy,2.0,2nd BC-1st AD,-150.0,-50.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,
250,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,etruscan,italy,1.0,2nd BC-1st AD,-150.0,-1.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,
251,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,massalia,ionian,1.0,2nd BC-1st AD,-150.0,-1.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,
252,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,rhodian,aegean,94.0,2nd BC-1st AD,-25.0,150.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,"not clear whether it is Camulodunum 184 or transitional from Hellenistic Rhodian, which luckily does not change the provenance or content",wine,,tyrrhenian,camulodunum 184
253,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,cnidian,aegean,2.0,2nd BC-1st AD,-150.0,-1.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,schoene-mau 38
254,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,sycyonian,aegean,2.0,2nd BC-1st AD,-150.0,-1.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,
255,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,dr 1,tarraconesis,1.0,2nd BC-1st AD,-150.0,-50.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,
256,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,van der werff,spain,23.0,2nd BC-1st AD,-225.0,100.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",tyrrhenian,
257,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR,-150.0,-1.0,sardic,sardegna,2.0,2nd BC-1st AD,-150.0,-1.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,unknown,,tyrrhenian,
258,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,dr 21-22,tyrrhenian italy,1.0,2nd BC-1st AD,-25.0,100.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false,tyrrhenian,
259,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,dr 2-4_5,tyrrhenian italy,4.0,2nd BC-1st AD,-70.0,225.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,dr 2-4
260,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,lamb.2,adriatic italy,3.0,2nd BC-1st AD,-200.0,-25.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,evidence from Marague des Giennes,tyrrhenian,
261,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,dr 6a/6b_1,adriatic italy,1.0,2nd BC-1st AD,1.0,150.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,unknown,,tyrrhenian,dr 6a
262,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,brindisi,adriatic italy,2.0,2nd BC-1st AD,-125.0,-25.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,merge with Ovoide di Brindisi,olive oil,,tyrrhenian,
263,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,dr 2-4,aegean,8.0,2nd BC-1st AD,-100.0,200.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,wine,,tyrrhenian,
264,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,dr 7-11,tarraconesis,1.0,2nd BC-1st AD,-30.0,96.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,tyrrhenian,dr 7-13
265,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,tripolitana ,tripolitania,14.0,2nd BC-1st AD,1.0,440.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,pompeii,urban,,,unknown,,tyrrhenian,tripolitana i
266,"cratere senga, puteoli","Garcea F., Miraglia G., Soricelli G. 1983-84: ‘Uno scarico di materiale ceramico di età adrianeo-antonina da Cratere Senga (Puzzuoli)’, Puteoli. Studi di Storia Antica VII-VIII, p. 245-285.",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,17.0,,-70.0,225.0,https://pleiades.stoa.org/places/432815,40.825838,14.1217415,puteoli,urban,,,wine,,tyrrhenian,dr 2-4
267,"cratere senga, puteoli","Garcea F., Miraglia G., Soricelli G. 1983-84: ‘Uno scarico di materiale ceramico di età adrianeo-antonina da Cratere Senga (Puzzuoli)’, Puteoli. Studi di Storia Antica VII-VIII, p. 245-285.",EI,1.0,200.0,camulodunum 184,aegean,9.0,,-25.0,150.0,https://pleiades.stoa.org/places/432815,40.825838,14.1217415,puteoli,urban,,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,,tyrrhenian,
268,"cratere senga, puteoli","Garcea F., Miraglia G., Soricelli G. 1983-84: ‘Uno scarico di materiale ceramico di età adrianeo-antonina da Cratere Senga (Puzzuoli)’, Puteoli. Studi di Storia Antica VII-VIII, p. 245-285.",EI,1.0,200.0,tripolitana ,tripolitania,2.0,,1.0,440.0,https://pleiades.stoa.org/places/432815,40.825838,14.1217415,puteoli,urban,,,unknown,,tyrrhenian,tripolitana i
269,"cratere senga, puteoli","Garcea F., Miraglia G., Soricelli G. 1983-84: ‘Uno scarico di materiale ceramico di età adrianeo-antonina da Cratere Senga (Puzzuoli)’, Puteoli. Studi di Storia Antica VII-VIII, p. 245-285.",EI,1.0,200.0,tunisian,africa,8.0,,1.0,200.0,https://pleiades.stoa.org/places/432815,40.825838,14.1217415,puteoli,urban,,,unknown,,tyrrhenian,
270,"cratere senga, puteoli","Garcea F., Miraglia G., Soricelli G. 1983-84: ‘Uno scarico di materiale ceramico di età adrianeo-antonina da Cratere Senga (Puzzuoli)’, Puteoli. Studi di Storia Antica VII-VIII, p. 245-285.",EI,1.0,200.0,dressel 21-22,s italy/em,1.0,,-25.0,100.0,https://pleiades.stoa.org/places/432815,40.825838,14.1217415,puteoli,urban,,merge with Dr 21-22,fruits,,tyrrhenian,dr 21-22
271,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,baetican,baetica,13.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,
272,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,2.0,,-70.0,225.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,dr 2-4
273,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,dr 21-22,tyrrhenian italy,1.0,,-25.0,100.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false,tyrrhenian,
274,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,italian,tyrrhenian italy,10.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,unknown
275,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,rhodian_1,aegean,1.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,"not clear whether it is Camulodunum 184 or transitional from Hellenistic Rhodian, which luckily does not change the provenance or content",wine,,tyrrhenian,camulodunum 184
276,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,oriental,oriental,1.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,
277,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,aegean/oriental,aegean/oriental,4.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,
278,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,aegean/oriental,aegean/oriental,4.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,
279,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,aegean/oriental,aegean/oriental,4.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,
280,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,aegean/oriental,aegean/oriental,4.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,
281,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,aegean/oriental,aegean/oriental,4.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,
282,"cuma, tete de cire, phase 2.","Botte E., unpublished",LR,-150.0,-1.0,dr 1,tyrrhenian italy,4.0,,-150.0,-50.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,
283,"cuma, tete de cire, phase 2.","Botte E., unpublished",LR,-150.0,-1.0,mgs,italy/sicilia,3.0,,-150.0,-1.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,
284,"cuma, tete de cire, phase 2.","Botte E., unpublished",LR,-150.0,-1.0,van der werff,spain,2.0,,-225.0,100.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",tyrrhenian,
285,"cuma, tete de cire, phase 2.","Botte E., unpublished",LR,-150.0,-1.0,van der werff,spain/africa,10.0,,-225.0,100.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",tyrrhenian,
286,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,ostia lix,africa,3.0,,50.0,150.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,olive oil,"Panella, Rizzo 2014, 86, tab 6a",tyrrhenian,
287,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,schoene-mau 35,africa,1.0,,30.0,225.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,
288,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,tripolitana i,tripolitania,2.0,,1.0,150.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,olive oil,,tyrrhenian,
289,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 26,africa,5.0,,-150.0,-1.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,olive oil,"unconfirmed, but no other possible content suggested",tyrrhenian,
290,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,beltran ii,baetica,1.0,,10.0,150.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,fish sauce,,tyrrhenian,beltran iia
291,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,beltran iib,baetica,6.0,,15.0,150.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,fish sauce,,tyrrhenian,beltran iib
292,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,beltran iia,baetica,1.0,,10.0,150.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,fish sauce,,tyrrhenian,beltran iia
293,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 14,baetica,1.0,,50.0,225.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,fish sauce,,tyrrhenian,
294,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 20,baetica,2.0,,1.0,300.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,olive oil,,tyrrhenian,
295,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,haltern 70,baetica,4.0,,-80.0,192.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,defrutum,,tyrrhenian,
