,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,Grouped_sites,Site_type,Site_notes,problems,content,Amphora_type_notes,Tyrrhenian_vs_Adriatic,New_type_name,Amphora_type_merged
385,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,ostia iv 447/dr 2-4africana,africa,3.0,,190.0,225.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,nan,,tyrrhenian,,ostia iv 447/dr 2-4africana
386,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,africanai,africa,97.0,,150.0,400.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,olive oil,,tyrrhenian,africana_1,africana_1
387,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,africanaii,africa,4.0,,150.0,400.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",tyrrhenian,africana_2,africana_2
388,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,dr 2-4_1,africa,7.0,,-25.0,100.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,dr 2-4,dr 2-4
389,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,pseudo dr 1,africa,1.0,,-150.0,-50.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,dr 1,dr 1
390,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,tripolitana i,tripolitania,52.0,,1.0,150.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,olive oil,,tyrrhenian,,tripolitana i
391,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,tripolitana ii,tripolitania,21.0,,1.0,400.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,unknown,fish sauce and wine suggested https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,,tripolitana ii
392,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,schoene-mau 35,tripolitania,117.0,,30.0,225.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,,schoene-mau 35
393,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,kingsholm 117,oriental,9.0,,50.0,150.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,"after Panella, Rizzo 2014, 90, tab. 7",tyrrhenian,,kingsholm 117
394,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,unknown,oriental,1.0,,1.0,200.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,nan,,tyrrhenian,unknown,unknown
395,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,agora m54,cilicia,3.0,,50.0,180.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,,agora m54
396,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,schoene-mau 5,cilicia,1.0,,1.0,200.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,,schoene-mau 5
397,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,agora f65-66,anatolia,32.0,,-50.0,400.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,"Panell, Rizzo 2014, 390",tyrrhenian,,agora f65-66
398,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,rhodian_1,aegean,3.0,,1.0,200.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area","not clear whether it is Camulodunum 184 or transitional from Hellenistic Rhodian, which luckily does not change the provenance or content",wine,,tyrrhenian,camulodunum 184,camulodunum 184
399,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,camulodunum 184,aegean,48.0,,-25.0,150.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,,tyrrhenian,,camulodunum 184
400,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,dr 43_1,aegean,68.0,,1.0,250.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,dr 43,dr 43
401,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,ac2,aegean,3.0,,1.0,225.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,ac2,ac2
402,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,ac1,aegean,95.0,,1.0,350.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,ac1,ac1
403,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,schoene-mau 38,aegean,33.0,,-200.0,125.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,,schoene-mau 38
404,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,dr 2-4,aegean,49.0,,-100.0,200.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,,dr 2-4
405,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,agora m94,aegean/oriental,33.0,,1.0,200.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,unknown,,tyrrhenian,,agora m94
406,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,agora g199/schoene-mau 27/28,cyprus/cilicia,12.0,,79.0,310.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,"Panella, Rizzo 2014, 90, tab. 7, visible pitched lining, production in the wine making areas",tyrrhenian,,agora g199/schoene-mau 27/28
407,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,kapitan 1,aegean/oriental,21.0,,75.0,350.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,,kapitan 1
408,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,mr18/dr 24,aegean/oriental,6.0,,1.0,300.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,olive oil,,tyrrhenian,dr 24,dr 24
409,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,aegean/oriental,aegean/oriental,37.0,,1.0,200.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,unknown,,tyrrhenian,,aegean/oriental
410,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,aegean/oriental,aegean/oriental,37.0,,1.0,200.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,unknown,,tyrrhenian,,aegean/oriental
411,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,aegean/oriental,aegean/oriental,37.0,,1.0,200.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,unknown,,tyrrhenian,,aegean/oriental
412,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,aegean/oriental,aegean/oriental,37.0,,1.0,200.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,unknown,,tyrrhenian,,aegean/oriental
413,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,aegean/oriental,aegean/oriental,37.0,,1.0,200.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,unknown,,tyrrhenian,,aegean/oriental
414,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",LI,300.0,700.0,almagro 50,baetica,1.0,,200.0,500.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,fish sauce,,tyrrhenian,,almagro 50
415,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",LR,-150.0,-1.0,van der mersch vi,tyrrhenian italy,3.0,,-260.0,-210.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,mgs,mgs
416,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",LR,-150.0,-1.0,dr 1,tyrrhenian italy,6.0,,-150.0,-50.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,,dr 1
417,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",LR,-150.0,-1.0,van der werff,africa,15.0,,-225.0,100.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",tyrrhenian,,van der werff
418,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",LR,-150.0,-1.0,van der werff 1,africa,3.0,,-200.0,100.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",tyrrhenian,van der werff,van der werff
419,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",LR/EI,-100.0,50.0,dr 21-22,italy,8.0,,-25.0,100.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false,tyrrhenian,,dr 21-22
420,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",LR/EI,-100.0,50.0,lamb.2/dr 6,adriatic italy,2.0,,-200.0,150.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,lamb.2,lamb.2
421,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",LR/EI,-100.0,50.0,dr 21-22,sicilia,3.0,,-25.0,100.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false,tyrrhenian,,dr 21-22
422,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",LR/EI,-100.0,50.0,pascual 1,tarraconesis,15.0,,-50.0,79.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,,pascual 1
423,"grandi terme, aquileia","RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.",EI/LI,200.0,400.0,forlimpopoli,adriatic italy,1.0,,-25.0,300.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban,,,wine,"garum suggested for the type A and D, but unconfirmed",adriatic,,forlimpopoli
424,"grandi terme, aquileia","RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.",LI,300.0,700.0,keay 52,calabria/sicilia,1.0,,350.0,700.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban,,,wine,,adriatic,,keay 52
425,"grandi terme, aquileia","RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.",LI,300.0,700.0,africanaii/iii,africa,12.0,,150.0,450.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban,,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",adriatic,africana_2,africana_2
426,"grandi terme, aquileia","RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.",LI,300.0,700.0,lra2,aegean,2.0,,325.0,650.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban,,,olive oil,"Opaiţ, 1996; 2004a; 2004b",adriatic,,lra2
427,"grandi terme, aquileia","RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.",LI,300.0,700.0,lra3,anatolia,3.0,,375.0,600.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban,,,wine,"the same as predecessor, Agora F65-66",adriatic,,lra3
428,"grandi terme, aquileia","RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.",LI,300.0,700.0,almagro 51 a-b,lusitania,1.0,,200.0,600.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban,,,fish sauce,,adriatic,,almagro 51 a-b
429,"grandi terme, aquileia","RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.",LI,300.0,700.0,almagro 51c,lusitania,1.0,,200.0,500.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban,,,fish sauce,,adriatic,,almagro 51c
430,"grandi terme, aquileia","RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.",LR,-150.0,-1.0,dr 1/lamb.2,adriatic italy,1.0,,-200.0,-25.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban,,,wine,,adriatic,dr 1,dr 1
431,iulia concordia,"Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.",EI,100.0,200.0,dr 2-4,aegean,7.0,"Via Fronasatta, II AD",-100.0,200.0,https://pleiades.stoa.org/places/393441,45.756906,12.844313,iulia concordia,urban,"not necessarily from urban structures, but from drainages associated with urban sttlement",,wine,,adriatic,,dr 2-4
432,iulia concordia,"Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.",EI,100.0,200.0,forlimpopoli,adriatic italy,2.0,"Via Fronasatta, II AD",-25.0,300.0,https://pleiades.stoa.org/places/393441,45.756906,12.844313,iulia concordia,urban,"not necessarily from urban structures, but from drainages associated with urban sttlement",,wine,"garum suggested for the type A and D, but unconfirmed",adriatic,,forlimpopoli
433,iulia concordia,"Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.",EI,100.0,200.0,mr8,oriental,9.0,"Via Fronasatta, II AD",100.0,250.0,https://pleiades.stoa.org/places/393441,45.756906,12.844313,iulia concordia,urban,"not necessarily from urban structures, but from drainages associated with urban sttlement",,olive oil,"Panell, Rizzo 2014, 419, tab. 19",adriatic,,mr8
434,iulia concordia,"Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.",EI,100.0,200.0,beltran iia,baetica,2.0,"Via Fronasatta, II AD",10.0,150.0,https://pleiades.stoa.org/places/393441,45.756906,12.844313,iulia concordia,urban,"not necessarily from urban structures, but from drainages associated with urban sttlement",,fish sauce,,adriatic,beltran iia,beltran iia
435,iulia concordia,"Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.",EI,100.0,200.0,knossos 26/27,black sea,1.0,"Via Fronasatta, II AD",100.0,300.0,https://pleiades.stoa.org/places/393441,45.756906,12.844313,iulia concordia,urban,"not necessarily from urban structures, but from drainages associated with urban sttlement",,unknown,Sinopean type,adriatic,,knossos 26/27
436,iulia concordia,"Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.",EI,100.0,200.0,dr 24,aegean/oriental,7.0,"Via Fronasatta, II AD",1.0,300.0,https://pleiades.stoa.org/places/393441,45.756906,12.844313,iulia concordia,urban,"not necessarily from urban structures, but from drainages associated with urban sttlement",,olive oil,"Panella, Rizzo 2014, 90, tab. 7",adriatic,,dr 24
437,iulia concordia,"Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.",EI,100.0,200.0,collo ad imbuto,adriatic italy,31.0,"Via Fronasatta, II AD",1.0,250.0,https://pleiades.stoa.org/places/393441,45.756906,12.844313,iulia concordia,urban,"not necessarily from urban structures, but from drainages associated with urban sttlement",,unknown,,adriatic,,collo ad imbuto
438,iulia concordia,"Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.",EI,100.0,200.0,dr 6b,adriatic italy,35.0,"Via Fronasatta, II AD",1.0,150.0,https://pleiades.stoa.org/places/393441,45.756906,12.844313,iulia concordia,urban,"not necessarily from urban structures, but from drainages associated with urban sttlement",,olive oil,,adriatic,dr 6b,dr 6b
439,iulia concordia,"Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.",EI/LI,100.0,200.0,san lorenzo 7,aegean,3.0,"Via Fronasatta, II AD",50.0,500.0,https://pleiades.stoa.org/places/393441,45.756906,12.844313,iulia concordia,urban,"not necessarily from urban structures, but from drainages associated with urban sttlement",,unknown,,adriatic,,san lorenzo 7
440,libarna,"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.",EI,1.0,200.0,dr 6a,adriatic italy,12.0,"Antiquarium, I-II AD, ",-25.0,50.0,https://pleiades.stoa.org/places/383694,44.7148917,8.8610596,libarna,urban,,,wine,,tyrrhenian,,dr 6a
441,libarna,"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.",EI,1.0,200.0,dr 6b,adriatic italy,16.0,"Antiquarium, I-II AD, ",1.0,150.0,https://pleiades.stoa.org/places/383694,44.7148917,8.8610596,libarna,urban,,,olive oil,,tyrrhenian,dr 6b,dr 6b
442,libarna,"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.",EI,1.0,200.0,dr 7-13,baetica,10.0,"Antiquarium, I-II AD, ",-30.0,150.0,https://pleiades.stoa.org/places/383694,44.7148917,8.8610596,libarna,urban,,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,tyrrhenian,dr 7-13,dr 7-13
443,libarna,"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,2.0,"Antiquarium, I-II AD, ",-70.0,225.0,https://pleiades.stoa.org/places/383694,44.7148917,8.8610596,libarna,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
444,libarna,"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.",EI,1.0,200.0,dr 2-4,aegean,1.0,"Antiquarium, I-II AD, ",-100.0,200.0,https://pleiades.stoa.org/places/383694,44.7148917,8.8610596,libarna,urban,,,wine,,tyrrhenian,,dr 2-4
