,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,site,Grouped_sites,Site_type,Site_notes,Amphora_type_main,amphora_type,problems,content,Amphora_type_notes
240,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,lamb.2,adriatic italy,3.0,2nd BC-1st AD,-200.0,-25.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,"casa di ariadna, pompeii",pompeii,urban,,lamb.2,lamb.2,,wine,evidence from Marague des Giennes
241,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,dr 6a/6b_1,adriatic italy,1.0,2nd BC-1st AD,1.0,150.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,"casa di ariadna, pompeii",pompeii,urban,,dr 6a/6b,dr 6a/6b,,unknown,
242,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,brindisi,adriatic italy,2.0,2nd BC-1st AD,-125.0,-25.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,"casa di ariadna, pompeii",pompeii,urban,,brindisi,brindisi,merge with Ovoide di Brindisi,olive oil,
243,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,dr 2-4,aegean,8.0,2nd BC-1st AD,-100.0,200.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,"casa di ariadna, pompeii",pompeii,urban,,dr 2-4,dr 2-4,,wine,
244,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,dr 7-11,tarraconesis,1.0,2nd BC-1st AD,-30.0,96.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,"casa di ariadna, pompeii",pompeii,urban,,dr 7-11,dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
245,"casa di ariadna, pompeii","Albiach R., Ballester C., Escrivà I., Fernández A. 2008: ‘Estudios estratigráficos y geofísicos entre la casa de Ariadna y el Vicolo Storto (VII, 4)’, in P. G. Guzzo, M. P. Guidobaldi ed., Nuove ricerche archeologiche nell’area vesuviana (scavi 2003-2006), Roma, p. 249-264.",LR/EI,-100.0,50.0,tripolitana ,tripolitania,14.0,2nd BC-1st AD,1.0,440.0,https://pleiades.stoa.org/places/599902893,40.7498127264,14.4850078855,"casa di ariadna, pompeii",pompeii,urban,,tripolitana ,tripolitana ,,unknown,
246,"cratere senga, puteoli","Garcea F., Miraglia G., Soricelli G. 1983-84: ‘Uno scarico di materiale ceramico di età adrianeo-antonina da Cratere Senga (Puzzuoli)’, Puteoli. Studi di Storia Antica VII-VIII, p. 245-285.",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,17.0,,-70.0,225.0,https://pleiades.stoa.org/places/432815,40.825838,14.1217415,"cratere senga, puteoli",puteoli,urban,,dr 2-4,dr 2-4,,wine,
247,"cratere senga, puteoli","Garcea F., Miraglia G., Soricelli G. 1983-84: ‘Uno scarico di materiale ceramico di età adrianeo-antonina da Cratere Senga (Puzzuoli)’, Puteoli. Studi di Storia Antica VII-VIII, p. 245-285.",EI,1.0,200.0,camulodunum 184,aegean,9.0,,-25.0,150.0,https://pleiades.stoa.org/places/432815,40.825838,14.1217415,"cratere senga, puteoli",puteoli,urban,,camulodunum 184,camulodunum 184,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,
248,"cratere senga, puteoli","Garcea F., Miraglia G., Soricelli G. 1983-84: ‘Uno scarico di materiale ceramico di età adrianeo-antonina da Cratere Senga (Puzzuoli)’, Puteoli. Studi di Storia Antica VII-VIII, p. 245-285.",EI,1.0,200.0,tripolitana ,tripolitania,2.0,,1.0,440.0,https://pleiades.stoa.org/places/432815,40.825838,14.1217415,"cratere senga, puteoli",puteoli,urban,,tripolitana ,tripolitana ,,unknown,
249,"cratere senga, puteoli","Garcea F., Miraglia G., Soricelli G. 1983-84: ‘Uno scarico di materiale ceramico di età adrianeo-antonina da Cratere Senga (Puzzuoli)’, Puteoli. Studi di Storia Antica VII-VIII, p. 245-285.",EI,1.0,200.0,tunisian,africa,8.0,,1.0,200.0,https://pleiades.stoa.org/places/432815,40.825838,14.1217415,"cratere senga, puteoli",puteoli,urban,,tunisian,tunisian,,unknown,
250,"cratere senga, puteoli","Garcea F., Miraglia G., Soricelli G. 1983-84: ‘Uno scarico di materiale ceramico di età adrianeo-antonina da Cratere Senga (Puzzuoli)’, Puteoli. Studi di Storia Antica VII-VIII, p. 245-285.",EI,1.0,200.0,dressel 21-22,s italy/em,1.0,,-25.0,100.0,https://pleiades.stoa.org/places/432815,40.825838,14.1217415,"cratere senga, puteoli",puteoli,urban,,dressel 21-22,dressel 21-22,merge with Dr 21-22,fruits,
251,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,baetican,baetica,13.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 2.",cuma,urban,,baetican,baetican,,unknown,
252,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,2.0,,-70.0,225.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 2.",cuma,urban,,dr 2-4,dr 2-4,,wine,
253,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,dr 21-22,tyrrhenian italy,1.0,,-25.0,100.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 2.",cuma,urban,,dr 21-22,dr 21-22,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false
254,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,italian,tyrrhenian italy,10.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 2.",cuma,urban,,italian,italian,,unknown,
255,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,rhodian_1,aegean,1.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 2.",cuma,urban,,rhodian,rhodian,"not clear whether it is Camulodunum 184 or transitional from Hellenistic Rhodian, which luckily does not change the provenance or content",wine,
256,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,oriental,orient,1.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 2.",cuma,urban,,oriental,oriental,,unknown,
257,"cuma, tete de cire, phase 2.","Botte E., unpublished",EI,1.0,200.0,aegean/oriental,aegean/oriental,4.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 2.",cuma,urban,,aegean/oriental,aegean/oriental,,unknown,
258,"cuma, tete de cire, phase 2.","Botte E., unpublished",LR,-150.0,-1.0,dr 1,tyrrhenian italy,4.0,,-150.0,-50.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 2.",cuma,urban,,dr 1,dr 1,,wine,
259,"cuma, tete de cire, phase 2.","Botte E., unpublished",LR,-150.0,-1.0,mgs,italy/sicilia,3.0,,-150.0,-1.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 2.",cuma,urban,,mgs,mgs,,wine,
260,"cuma, tete de cire, phase 2.","Botte E., unpublished",LR,-150.0,-1.0,van der werff,spain,2.0,,-225.0,100.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 2.",cuma,urban,,van der werff,van der werff,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document"
261,"cuma, tete de cire, phase 2.","Botte E., unpublished",LR,-150.0,-1.0,van der werff,spain/africa,10.0,,-225.0,100.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 2.",cuma,urban,,van der werff,van der werff,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document"
262,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,ostia lix,africa,3.0,,50.0,150.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,ostia lix,ostia lix,,olive oil,"Panella, Rizzo 2014, 86, tab 6a"
263,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,schoene-mau 35,africa,1.0,,30.0,225.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,schoene-mau 35,schoene-mau 35,,wine,
264,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,tripolitana i,tripolitania,2.0,,1.0,150.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,tripolitana i,tripolitana i,,olive oil,
265,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 26,africa,5.0,,-150.0,-1.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,dr 26,dr 26,,olive oil,"unconfirmed, but no other possible content suggested"
266,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,beltran ii,baetica,1.0,,10.0,150.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,beltran ii,beltran ii,,fish sauce,
267,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,beltran iib,baetica,6.0,,15.0,150.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,beltran iib,beltran iib,,fish sauce,
268,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,beltran iia,baetica,1.0,,10.0,150.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,beltran iia,beltran iia,,fish sauce,
269,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 14,baetica,1.0,,50.0,225.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,dr 14,dr 14,,fish sauce,
270,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 20,baetica,2.0,,1.0,300.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,dr 20,dr 20,,olive oil,
271,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,haltern 70,baetica,4.0,,-80.0,192.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,haltern 70,haltern 70,,defrutum,
272,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,baetican,baetica,2.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,baetican,baetican,,unknown,
273,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,gauloise 4,gaul,1.0,,50.0,300.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,gauloise 4,gauloise 4,,wine,
274,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 1,tyrrhenian italy,3.0,,-150.0,-50.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,dr 1,dr 1,,wine,
275,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,richborough 527,tyrrhenian italy,3.0,,-25.0,125.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,richborough 527,richborough 527,,alum,
276,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,14.0,,-70.0,225.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,dr 2-4,dr 2-4,,wine,
277,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 21-22,tyrrhenian italy,2.0,,-25.0,100.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,dr 21-22,dr 21-22,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false
278,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,tyrrhenian,tyrrhenian italy,3.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,tyrrhenian,tyrrhenian,,wine,
279,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,lusitanian,lusitania,2.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,lusitanian,lusitanian,,fish sauce,
280,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,punic/african,spain/africa,23.0,,-225.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,punic/african,punic/african,,unknown,
281,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,agora g198/schoene mau xiii,cilicia,5.0,,75.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,agora g198/schoene mau xiii,nan,,nan,
282,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,agora g199/schoene-mau 27/28,cyprus/cilicia,2.0,,79.0,310.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,agora g199/schoene-mau 27/28,agora g199/schoene-mau 27/28,,wine,"Panella, Rizzo 2014, 90, tab. 7, visible pitched lining, production in the wine making areas"
283,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,camulodunum 184,aegean,7.0,,-25.0,150.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,camulodunum 184,camulodunum 184,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,
284,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,schoene-mau 5,cilicia,2.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,schoene-mau 5,schoene-mau 5,,wine,
285,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,schoene-mau 38,aegean,7.0,,-200.0,125.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,schoene-mau 38,schoene-mau 38,,wine,
286,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,ac1,aegean,4.0,,1.0,350.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,ac1,ac1,,wine,
287,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,ac2,aegean,3.0,,1.0,225.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,ac2,ac2,,wine,
288,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,ac3,aegean,2.0,,1.0,250.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,ac3,ac3,,wine,
289,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,cretan,aegean,6.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,cretan,cretan,,wine,
290,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,knossos 19,aegean/oriental,1.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,knossos 19,knossos 19,,wine,"Panell, Rizzo 2014, 90, tab 7"
291,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,agora f65-66,anatolia,2.0,,-50.0,400.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,agora f65-66,agora f65-66,,wine,"Panell, Rizzo 2014, 390"
292,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 24,aegean,1.0,,1.0,300.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,dr 24,dr 24,,olive oil,"Panella, Rizzo 2014, 90, tab. 7"
293,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,aegean/oriental,aegean/oriental,8.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,"cuma, tete de cire, phase 4.",cuma,urban,,aegean/oriental,aegean/oriental,,unknown,
294,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,53.0,,-70.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,dr 2-4,dr 2-4,,wine,
295,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 21-22,s italy/eastern mediterranean,2.0,,-25.0,100.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,dr 21-22,dr 21-22,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false
296,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,spello/ostia ii 521/ iii 369-370,italy - tiber valley,4.0,,50.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,spello/ostia ii 521/ iii 369-370,spello/ostia ii 521/ iii 369-370,,wine,
297,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,gauloise 5,gaul,2.0,,50.0,125.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,gauloise 5,gauloise 5,,wine,
298,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,gauloise 2,gaul,2.0,,-40.0,14.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,gauloise 2,gauloise 2,,wine,
299,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,haltern 70,baetica,8.0,,-80.0,192.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,haltern 70,haltern 70,,defrutum,
300,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 7-11,baetica,4.0,,-30.0,96.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,dr 7-11,dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
301,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 28,baetica,3.0,,1.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,dr 28,dr 28,,wine,
302,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 20,baetica,9.0,,1.0,300.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,dr 20,dr 20,,olive oil,
303,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 2-4_2,tarraconesis,8.0,,-25.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,dr 2-4,dr 2-4,,wine,
304,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 2-4_6,baetica,4.0,,1.0,125.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,dr 2-4,dr 2-4,,wine,
305,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,beltran iia,baetica,5.0,,10.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,beltran iia,beltran iia,,fish sauce,
306,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,beltran iib,baetica,5.0,,15.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,beltran iib,beltran iib,,fish sauce,
307,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,tripolitana ,tripolitania,4.0,,1.0,440.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,tripolitana ,tripolitana ,,unknown,
308,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 26,africa,5.0,,-150.0,-1.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,dr 26,dr 26,,olive oil,"unconfirmed, but no other possible content suggested"
309,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,mana c1,africa,2.0,,-221.0,-1.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"foro di nerva, roma",roma,urban,,mana c1,mana c1,,unknown,
